DATE,YEAR,LOCATION,OPERATOR,AIRCRAFT_TYPE,TOTAL_FATALITIES,PASSENGER_FATALITIES,CREW_FATALITIES
11/09/1933,1933,"Portland, Oregon",United Air Lines,Boeing 247,4,3,1
11/10/1933,1933,"Moriarty, New Mexico",Trans Continental and Western Air,Northrop Delta,0,0,0
11/20/1933,1933,"Near Tsinan, China",China National Aviation Corporation,Stinson,8,7,1
11/21/1933,1933,"Near Kharkov, Ukraine, USSR",Kalinin,Kalinin K-7,14,0,14
11/24/1933,1933,"Wedron, Illinois",National Air Transport,Boeing 247,2,0,2
12/11/1933,1933,"Hamburg, Germany",Deutsche Lufthansa,Focke-Wulf A-17,6,4,2
12/14/1933,1933,"Eshowe, South Africa",Union Airways,Junkers W-34,5,3,2
12/30/1933,1933,"Near Ruysselede, Belgium",Imperial Airways,Avro 10,10,8,2
01/15/1934,1934,"Corbigny, France",Air France,Dewoitine D-332,14,10,4
02/23/1934,1934,"Near Salt Lake City, Utah",Boeing Aircraft Company,Boeing 247,8,5,3
03/10/1934,1934,"Pereira, Colombia",Pan American World Airways,Sikorsky S-38 (flying Boat),5,3,2
03/22/1934,1934,"Near Lima, Peru",Pan American Grace Airlines,Ford 5-AT-C Tri-Motor,3,0,3
04/10/1934,1934,"Ningpo Bay, China",China National Aviation Corporation,Sikorsky S-38BB,3,1,2
05/09/1934,1934,English Channel,Air France,Wibault 282T-12,6,3,3
05/31/1934,1934,"Croydon, England",Air France,Liore-et-Olivier 213,2,0,2
06/09/1934,1934,"Mongaup Mountain, New York",American Airways,Curtiss Condor T-32,7,4,3
06/11/1934,1934,"Junin, Argentina",Panagra,Ford 5-AT-C Tri-Motor,6,3,3
06/22/1934,1934,"Chausseehausen, Germany",Deutsche Lufthansa,Dornier Merkur,1,0,1
06/23/1934,1934,"Burbank, California",Aerevias Centrales Air Service,Lockheed Orion,1,0,1
07/09/1934,1934,"San Bernardino, California",United Air Services,Lockheed Vega,3,2,1
07/27/1934,1934,"Near Tuttlingen, Germany",Swissair,Curtiss AT-32C Condor,12,9,3
08/05/1934,1934,"Bahia, Brazil",Air France,Latecoere 26,2,0,2
08/31/1934,1934,"Amazonia, Missouri",Rapid Air Transport,Stinson  SM-6000B,5,4,1
10/02/1934,1934,English Channel,Hillman's Airways,De Havilland 89 Dragon Rapide,7,6,1
10/03/1934,1934,"Near Winton, Australia",Qantas,De Havilland DH-50A,3,2,1
10/19/1934,1934,"Bass Strait, Australia",Holymans Airways,De Havilland DH-86,11,10,1
11/02/1934,1934,"Kiapit, Australia",Holdens Air Transport Service,De Havilland DH-61,2,2,0
11/15/1934,1934,"Near Longreach, Australia",Qantas,De Havilland DH-86,4,3,1
11/15/1934,1934,"Amazonia, Montana",Rapid Air Transport,Stinson SM-6000-B,2,0,2
12/07/1934,1934,"Salchau, Germany",Deutsche Lufthansa,Junkers F-13,3,0,3
12/08/1934,1934,"Columbia, Missouri",Braniff Airlines,Lockheed Vega 5C,1,0,1
12/10/1934,1934,"Palma Soriano, Cuba",Cubana de Aviacion,Ford 4-AT-E Tri-motor,4,2,2
12/20/1934,1934,"Rutbah Wells, Syria",KLM Royal Dutch Airlines,Douglas DC-2-115A,7,3,4
12/22/1934,1934,"Sunbright, Tennessee",American Airlines,Lockheed Orion 9D,1,0,1
01/08/1935,1935,"Near Karachi, Pakistan",Military - Indian Air Force,Wapiti,0,0,2
01/26/1935,1935,"Pittsburgh, Pennsylvania",Trans Continental and Western Air,Consolidated Fleetster,1,0,1
01/31/1935,1935,"Stettin, Germany",Deruluft,Junkers JU-52/3m,11,8,3
03/07/1935,1935,"Schievelbein, Germany",Deruluft,Rochrbach Roland,0,0,0
03/15/1935,1935,"El Arish, Egypt",Misrair,De Havilland Dragon 1,3,2,1
03/29/1935,1935,"Off Samland, Germany",Deutsche Lufthansa,Junkers F-13,5,0,5
04/01/1935,1935,"Beauvais, France",Air France,Farman F-300,1,0,1
04/06/1935,1935,"Brilon, Germany",KLM Royal Dutch Airlines,Fokker F-12,7,3,4
05/01/1935,1935,"Near Walsenberg, Colorado",Varney Air Lines,Lockheed Vega,1,0,1
05/06/1935,1935,"Atlanta, Missouri",Trans Continental and Western Air,Douglas DC-2-112,5,3,2
05/18/1935,1935,"Near Moscow, Russia",Gor'ky Eskadril'ya,Tupolev ANT-20 / I-5,50,37,13
05/18/1935,1935,"Flint, Michigan",Knowles Flying Service of Detroit,Ford model 4-AT-E,3,2,1
05/27/1935,1935,"Glendo, Wyoming",Wyoming Air Service,Boeing 221,1,0,1
05/28/1935,1935,"Maywood, Illinois",Chicago and Southern Airlines,Stinson SM6000B Tri-motor,2,1,1
06/24/1935,1935,"Medellin, Colombia",Servicio Aereo Columbiano / SCADTA,Ford Tri-Motor / Ford Tri-Motor,17,15,2
07/14/1935,1935,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Fokker F-XXII,6,2,4
07/19/1935,1935,"Off Chandeleur Island, Mississippi",Wedell-Williams Air Service Corporation,General 102-E,2,1,1
07/20/1935,1935,"Pian Giacomo, Switzerland",KLM Royal Dutch Airlines,Douglas DC-2,13,9,4
07/23/1935,1935,"Cardiff, United Kingdom",Jersey Airways,De Havilland DH-84 Dragon,1,3,0
07/28/1935,1935,"El Retiro, Colombia",Military - Fuerza Aerea Colombiana,Junkers W-34,5,3,2
08/07/1935,1935,"Cairo, Egypt",Ala Littoria,Savoia-Marchetti S-66,7,3,4
08/14/1935,1935,"Near Gilmer, Texas",Delta Air Lines,Stinson Model A,4,3,1
08/15/1935,1935,"Walakpa, near Point Barrow, Alaska",Private,Lockheed Orion 9E Explorer float plane,2,1,1
08/15/1935,1935,"Near Glendo, Wyoming",Aero Mayflower Transit Co,"Waco, model YLC",3,2,1
09/01/1935,1935,"Burbank, California",Western Air Express,Boeing 247,3,0,3
09/13/1935,1935,"Near Tambo, Panama",Panama Airways,Ford Tri-Motor,8,7,1
10/02/1935,1935,"Off Finders Island, Victoria, Australia",Holyman Airways,De Havilland DH-86,5,3,2
10/07/1935,1935,"Near Cheyenne, Wyoming",United Air Lines,Boeing 247D,12,9,3
10/09/1935,1935,Gulf of Finland,Aero O-Y,Junkers F-13,6,4,2
10/21/1935,1935,"Troy, New York",Chamberlin Flying Service,Curtiss AT-32C Condor,1,0,1
10/30/1935,1935,"Cheyenne, Wyoming",United Air Lines,Boeing B-247-D,4,0,4
11/02/1935,1935,"Off Nhambupe, Brazil",Air France,Latecoere 28-1,4,0,4
11/09/1935,1935,"Near Fort Worth, Texas",Braniff Airlines,Lockheed Vega,1,0,1
11/09/1935,1935,"Brindisi, Italy",Imperial Airways,Short S-17 Kent,12,9,3
11/11/1935,1935,"Istres, France",Air France,Latecoere 28,3,0,3
12/04/1935,1935,"Tours, France",Air Bleu,Caudron C-630 Simoun,1,0,1
12/10/1935,1935,"Croydon, England",Sabena,Savoia-Marchetti SM73,11,7,4
12/24/1935,1935,"Wroctaw, Poland",Deutsche Lufthansa,Heinkel He-70,3,2,1
12/31/1935,1935,"Off Alexandria, Egypt",Imperial Airways,Short S-8 Calcutta flying boat,12,9,1
01/14/1936,1936," Tres Esquinas, Colombia",Military - Fuerza Aerea Colombiana,Junkers JU-52,13,10,3
01/14/1936,1936,"Goodwin, Arkansas",American Airlines,Douglas DC-2-120,17,14,3
01/17/1936,1936,"Near Cordillera, Boliva",Lloyd Aereo Boliviano,Junkers JU-52,13,10,3
01/21/1936,1936,"Off Ajaccio, Corsica, France",Air France,CAMS 53,6,3,3
01/29/1936,1936,"Denton, Texas",American Airlines,Vultee V-1,1,0,1
02/10/1936,1936,Atlantic Ocean,Air France,Latecoere 301 (flying boat),6,1,5
02/15/1936,1936,South Atlantic Ocean,Deutsche Lufthansa,Dormier Do-J-Iif Bos Wal flying boat,4,0,4
03/05/1936,1936,"Near Tengya, China",China National Aviation Corporation,Ford 5-AT-D Tri-Motor,0,0,0
03/14/1936,1936,"Ovalle, Chile",Lan Chile,Fairchild FC-2,5,4,1
03/26/1936,1936,"Amemeca, Mexico",Mexicana,Ford 5-AT-B Tri Motor,14,10,4
04/01/1936,1936,"Pavillon, New York",American Airlines,Stinson Model A,2,0,2
04/07/1936,1936,"Uniontown, Pennsylvania",Trans Continental and Western Air,Douglas DC-2-112,12,10,2
04/11/1936,1936,"Port of Spain, Trinidad",Pan American Airways,Sikorsky S-42A float plane,3,2,1
04/15/1936,1936,"Near Turin, Italy",Avio Linee Italiane,OFM F-VIIb/3m,7,5,2
04/17/1936,1936,"Orvin, Switzerland",Deutsche Lufthansa,Junkers JU-52,3,0,3
04/21/1936,1936,"Senlis, France",Sabena,Fokker F-VII,2,0,2
04/30/1936,1936,"Basel, Switzerland",Swissair,General Aviation GA-43,2,0,2
05/16/1936,1936,"Mount Waverley, Australia",Holymans Airways,De Havilland DH-60 Moth,2,0,2
06/09/1936,1936,"Malmo, Sweden",AB Aerotransport,Fokker F-XXII,1,1,0
06/13/1936,1936,"Hannover, Germany",Deutsche Lufthansa,Junkers JU-160,1,1,0
06/16/1936,1936,"Mt. Lihesten, Norway",Den Norske Luftfartskole,Junkers JU-52/3m,7,3,4
07/15/1936,1936,"Zagreb, Croatia",Aeroput,Spartan Cruiser,7,5,2
07/28/1936,1936,"Kulyab, Tajikistan",Aeroflot,Tupolev ANT-9,6,4,2
07/31/1936,1936,"Off Channel Islands, Jersey",Guernsey Airways,Saro A-19 Cloud,10,8,2
08/02/1936,1936,"Mazamet, France",Air France,Wibault 280,3,0,3
08/03/1936,1936,"Ciudad Serdan,Mexico",Mexicana,Lockheed 9 Orion,1,0,1
08/05/1936,1936,"St. Louis, Missouri",Chicago Southern Airlines,Lockheed 10B Electra,8,6,2
08/06/1936,1936,"Choco, Colombia",SCADTA,Junkers F-13,2,1,1
08/12/1936,1936,"Altenkirchen, Germany",British Airways,De Havilland DH-86,2,0,2
08/22/1936,1936,"Mirabella, Greece",Imperial Airways,Short S-17 Kent,2,2,0
09/05/1936,1936,"Near Pittsburgh, Pennsylvania",Pittsburgh Skyways Inc.,Stinson SM 6000B,10,9,1
09/25/1936,1936,English Channel,Imperial Airways,Boulton and Paul P-71,2,0,2
09/28/1936,1936,"Walsenberg, Colorado",Varney Air Lines,Lockheed  5 Vega,3,1,2
09/28/1936,1936,"Benghazi, Libya",Ala Littoria,Cant Z-506 (float plane),9,7,2
09/29/1936,1936,"Napierville, Illinois",Blue Bird Air Service,Lockheed Vega 5C,4,3,1
10/06/1936,1936," Francisco Rueda,  Tabasco, Mexico",Mexicana,Lockheed Orion,1,0,1
10/09/1936,1936,"Selby, North Yorkshire, United Kingdom",North Sea Aerial and General Transport,Blackburn B-2,1,0,1
11/01/1936,1936,"Near Tabarz, Germany",Deutsche Lufthansa,Junkers JU-52,11,8,3
11/17/1936,1936,"Nurnberg, Germany",Deutsche Lufthansa,Junkers JU-52/3m,4,3,1
11/19/1936,1936,"London, England",British Airways,Fokker F-XII,2,0,2
12/04/1936,1936,"Near Grenoble, France",Deutsche Lufthansa,Junkers JU-52/3m,6,3,3
12/06/1936,1936,"Near Moscow, Russia",Deruluft,Antonov AN-9,9,7,2
12/07/1936,1936,"Off Dakar, French West Africa",Air France,Latecoere 300 (flying boat),5,1,4
12/09/1936,1936,"Croydon, England",KLM Royal Dutch Airlines,Douglas DC-2-115E,15,12,3
12/15/1936,1936,"Near Salt Lake City, Utah",Western Air Express,Boeing 247D,7,4,3
12/18/1936,1936,"Kellogg, Idaho",Northwest Orient Airlines,Lockheed 10 Electra,2,0,2
12/19/1936,1936,"Near Milford, Pennsylvania",Eastern Air Lines,Douglas DC-2-112,0,0,0
12/23/1936,1936,"Near Dallas, Texas",Braniff Airways,Lockheed 10 Electra,6,4,2
12/27/1936,1936,"Newhall, California",United Air Lines,Boeing 247D,12,10,2
01/11/1937,1937,"Near Playa V icente, Veracruz, Mexico",Mexicana,Lockheed 10E Electra,9,6,3
01/12/1937,1937,"Near Newhall, California",Western Air Express,Boeing 247D,5,4,1
01/26/1937,1937,"Oran, Algeria",Sabena,Sabca S-73,12,8,4
02/09/1937,1937,"Off San Francisco, California",United Air Lines,Douglas DC-3A,11,9,2
02/19/1937,1937,"McPherson Ranges, Queensland, Australia",Airlines of Australia,Stinson Model A,5,3,2
03/12/1937,1937,"Bathurst, Gambia",Deutsche Lufthansa,Heinkel He-111V2,4,0,4
03/24/1937,1937,"Near Ouroux, France",Imperial Airways,Short  S-23 (flying boat),5,1,4
03/25/1937,1937,"Clifton, Pennsylvania",Trans Continental and Western Air,Douglas DC-2-112,13,10,3
03/26/1937,1937,"Wetnum, Germany",Deutsche Lufthansa,Junkers JU-52/3m,0,0,0
05/06/1937,1937,"Lakehurst, New Jersey",Deutsche Zeppelin Reederei,Zeppelin LZ-129,35,13,22
05/20/1937,1937,"Stuttgart, Germany",Deutsche Lufthansa,Heinkel He-70,4,2,2
06/02/1937,1937," Wadi Halfa, Sudan",Linea Aerea Nacional de Chile,Sirkorsky S-43 (flying boat),8,4,4
07/02/1937,1937,"Off Lae, New Guinea",Private - Purdue Reasearch Foundation,Lockheed 10E Electra,2,0,2
07/28/1937,1937,"Hal, Belgium",KLM Royal Dutch Airlines,Douglas DC-2-115L,15,10,5
08/02/1937,1937,"Wadi Halfa, Sudan",Ala Littoria,Savoia-Marchetti SM73,9,5,4
08/03/1937,1937,"Off Cristobal, Panama",Pan American Grace Airways,Sikorsky S-43,14,11,3
08/06/1937,1937," Bistrita, Romania",Aeroflot,Douglas DC-2,5,2,3
08/08/1937,1937,"Chilang Point, Bias Bay, China",China National Aviation Corporation,Sikorsky S-43,3,0,3
08/10/1937,1937,"Daytona Beach, Florida",Eastern Air Lines,Douglas DC-2,4,2,2
08/23/1937,1937,"San Luis, Argentina",Pan American Grace Airways,Douglas DC-2,3,0,3
08/27/1937,1937,"Wau, Papua New Guinea",Guinea Airways,Stinson SR-7 Reliant,1,0,1
10/01/1937,1937,"Phaleron Bay, Greece",Imperial Airways,Short Empire flying boat,2,2,0
10/06/1937,1937,"Palembang, Netherlands Indies",KLM Royal Dutch Airlines,Douglas DC-3,4,1,3
10/17/1937,1937,"Haydens Peak, Wyoming",United Air Lines,Douglas DC-3,19,16,3
10/26/1937,1937,Off Western Africa,Air France,Dewoitine D-333,7,2,5
11/12/1937,1937,"Warsaw, Poland",LOT,Lockhed 10 Electra,4,2,2
11/12/1937,1937,"Mannheim, Germany",Deutsche Lufthansa,Heinkel He-111,10,7,3
11/16/1937,1937,"Ostende, Belgium",Sabena,Junkers JU-52/3m,11,8,3
11/26/1937,1937,"Croydon, United Kingdom",Deutsche Lufthansa,Junkers JU-52,3,0,3
12/04/1937,1937,"Munich, Germany",Ala Littoria,Junkers JU-52,4,4,0
12/05/1937,1937," Brindisi, Italy",Imperial Airways,Short S-23 (flying boat),2,1,1
12/05/1937,1937,"Brindisi Harbor, Italy",Imperial Airways,Short Empire Flying Boat,2,1,1
12/08/1937,1937,"Saint Sauveur, France",Air France,Potez 621,2,1,1
12/24/1937,1937,"Kasperske Hory, Czechoslovakia",Air France,Wibault 283-T12,3,1,2
01/04/1938,1938,"Frankfurt, Germany",Deutsche Lufthansa,Junkers JU-38,6,3,3
01/10/1938,1938,"Bozeman, Montana",Northwest Orient Airlines,Lockheed 14H Super Electra,10,8,2
01/11/1938,1938,"Pago Pago, U.S. Samoa",Pan American World Airways,Sikorsky S-42 (flying boat),7,0,7
01/12/1938,1938,"North Pine, Ontario, Canada",General Airways,Stinson Reliant SR-9,1,0,1
02/02/1938,1938,"Off San Clemente Island, California",Military - U.S. Navy / Military - U.S. Navy,Consolidated PBY-2 / Consolidated PBY-2,11,0,11
02/05/1938,1938,"Kandalaksha, Russia",TsAGI,V6 (airship),13,0,13
02/09/1938,1938,"Guadalupe, Mexico",Mexicana,Lockheed 10 Electra,2,0,0
02/09/1938,1938,"Marseille, France",Air France,Lioré-et-Olivier H-242,8,5,3
02/13/1938,1938,Mediterranean Sea,Ala Littoria,Cant Z-506,14,10,4
02/22/1938,1938,"Pontoise, France",Deutsche Lufthansa,Junkers JU.52,3,0,0
03/01/1938,1938,"Near Wawona, Cailifornia",Trans Continental and Western Air,Douglas DC-2-112,9,6,3
03/07/1938,1938,"Datia, India",Air France,Potez 621,7,3,4
03/08/1938,1938,"Somerton, Australia",Australian National Airways,De Havilland DH-60,1,0,1
03/23/1938,1938,"Corsavy, France",Air France,Dewoitine D-338,8,5,3
04/30/1938,1938,"Near Formia, Italy",Ala Littoria,Junkers JU-52,19,14,5
05/05/1938,1938,"Balbuena, Mexico",Lineas Aereas Mineras,Lockheed Vega 5B,1,5,1
05/16/1938,1938,"Near Saugus, California",Northwest Orient Airlines,Lockheed 14-H2 Super Electra,9,7,2
05/22/1938,1938,"Sao Paulo, Brazil",Cruzeiro do Sul,Junkers JU-52/3m,6,6,0
05/24/1938,1938,"Cleveland, Ohio",United Air Lines,Douglas DST-A-207A,10,7,3
05/27/1938,1938,"Alberno Canal, BC, Canada",Ginger Coote Airways,Fairchild 51,1,0,1
05/27/1938,1938,"Langeoog, Germany",Deutsche Lufthansa,Heinkel 116,3,0,3
06/08/1938,1938,"Near Singida, Tanzania",Wilson Airways,De Havilland DH-85,3,1,2
07/08/1938,1938,"Billings, Montana",Northwest Orient Airlines,Lockheed 14 Super Electra,1,1,0
07/14/1938,1938,"Off Sardinia, Italy",Ala Littoria,Savoia Marchetti S-66,20,16,4
07/19/1938,1938,Andes,Panagra,Douglas DC-2,4,0,4
07/22/1938,1938,"Stulpica, Romania",LOT Polish Airlines,Lockheed 14H Super Electra,14,12,2
07/27/1938,1938,"Kisumu, Kenya",Imperial Airways,Armstrong-Withworth Atlanta,4,0,4
07/29/1938,1938,Pacific Ocean between Manila and Guam,Pan American World Airways,Martin M-130 (flying boat),15,6,9
08/10/1938,1938,"Debrecen, Hungary",Magyar Legiforagalmi,Ford Tri-motor F-VIII,12,10,2
08/10/1938,1938,"Shishijima, Japan",Dai Nippon,Douglas DF-151,6,3,3
08/12/1938,1938,"Near San Andres Tuxtla, VeraCruz, Mexico",Mexicana,Lockheed 10E Electra,11,8,3
08/13/1938,1938,"Kiel, Germany",CSA Czech Airlines,Savoia-Marchetti SM73,16,13,3
08/15/1938,1938,"Guanabara, Brazil",Syndicato Condor,Junkers JU-52/3m,9,5,4
08/18/1938,1938,"Bucharest, Romania",LOT Polish Airlines,Lockheed 14 Super Electra,0,0,0
08/18/1938,1938,"Montnago, Italy",Macchi,Macchi C-94,15,13,2
08/24/1938,1938,"Wangmoon, China",China National Aviation Corporation,Douglas DC-2,14,12,2
08/29/1938,1938,"Near Tucumcari, New Mexico",Transcontinental &Western Air,Ford Tri-motor,0,0,0
08/29/1938,1938,"Innisfail, Australia",North Queensland Airways,De Havilland DH-84,5,4,1
10/01/1938,1938,"Off Bathurst, Gambia",Deutsche Lufthansa,Dornier DO.18 (float plane),4,0,4
10/01/1938,1938,"Grisons, Switzerland",Deutsche Lufthansa,Junkers JU-52/3m,13,10,3
10/10/1938,1938,"Soest, Germany",Sabena,Savbia-Marchetti  S-73P,20,16,4
10/25/1938,1938,"Mt. Dandenong, Australia",Australian National Airways,Douglas DC-2-112,18,14,4
11/04/1938,1938,"Channel Islands, Jersey",Jersey Airways,De Havilland DH-86,14,13,1
11/14/1938,1938,"Schiphol, Amsterdam",KLM Royal Dutch Airlines,Douglas DC-3,6,2,4
11/18/1938,1938,"Regina, Saskatchewan, Canada",Trans Canada Air Lines,Lockheed 14 Electra,2,0,2
11/26/1938,1938,"Bathurst, Gambia",Deutsche Lufthansa,Junkers JU90V2,12,9,3
11/27/1938,1938,"Bagdad, Iraq",Imperial Airways,Short Empire Flying Boat,4,0,4
11/29/1938,1938,"Off Point Reyes, California",United Air Lines,Douglas DC 3-A-SB-3-G-14,5,3,2
12/02/1938,1938,"Mexico City, Mexico",Mexicana,Lockheed 10E Electra,8,5,3
12/08/1938,1938,"Off Kuba Island, Okinawa",Japan Aviation Corporation,Nakajima A-T2,10,7,3
12/09/1938,1938,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Lockheed 14-WF62 Super Electra,4,0,4
01/07/1939,1939,"Paris, France",Swissair,Douglas DC-2-115B,5,2,3
01/13/1939,1939,"Rio de Janeiro, Brazil",Syndicato Condor,Junkers JU-52/3m,10,7,3
01/13/1939,1939,"Miles City, Montana",Northwest Orient Airlines,Lockheed 14-H Super Electra,4,2,2
01/18/1939,1939,"Katherine, Australia",Guinea Airways,Lockheed 14 Electra,4,1,3
01/21/1939,1939,Atlantic Ocean between N.Y. and Bermuda,Imperial Airways,Short S-23 (flying boat),3,2,1
02/12/1939,1939,"Juneau, Alaska",Marine Airways,Fairchild 71(amphibious),6,5,1
02/24/1939,1939,"Near Roubien, France",Deutsche Lufthansa,Junkers JU-52/3m,10,6,4
03/14/1939,1939,"Haren, Belgium",Sabena,Junkers JU-52,3,0,3
03/16/1939,1939,"Manzanares, Colombia",Deutsche Lufthansa,Junkers JU-86,8,6,2
03/18/1939,1939,"Near Adler, Washington",Boeing Aircraft Company,Boeing 307 Stratoliner,10,8,2
03/26/1939,1939,"Oklahoma City, Oklahoma",Braniff Airlines,Douglas DC-2-112,8,7,1
05/01/1939,1939,"Lumbo, Mozambique",Imperial Airways,Short S-23 Empire Flying Boat,2,0,2
05/02/1939,1939,"Near Marrakech, Morocco",Air France,Dewoitine D-338,9,6,3
05/08/1939,1939,"Guayaquil, Ecuador",Military - Ecuador Air Force,Curtiss-Wright C-14 Osprey,1,0,1
06/06/1939,1939,"Schiphol, Amsterdam",KLM Royal Dutch Airlines,Douglas DC-2,0,0,0
06/10/1939,1939,"Vlissingen, The Netherlands",KLM Royal Dutch Airlines,Koolhoven FK.43,3,1,2
06/20/1939,1939, Forest-in-Teesdale. United Kingdom,British American Air Services,De Havilland DH.89 Dragon Rapide,3,1,2
07/20/1939,1939,"Konstanz, Switzerland",Swissair,Junkers JU86 Z-2,6,4,2
08/04/1939,1939,"Barcelona, Spain",Deutsche Lufthansa,Junkers JU-52/3m,7,4,3
08/13/1939,1939,"Rio de Janerio, Brazil",Pan American World Airways,Sikorsky S43 (flying boat),14,10,4
08/15/1939,1939,"Off Copenhagen, Denmark",British Airways,Lockheed 10 Electra,5,4,1
08/28/1939,1939,"Lahore, India",Indian National Airways,De Havilland D-84,2,1,1
08/30/1939,1939,"Hannover, Germany",Deutsche Lufthansa,Junkers JU-52/3m,7,4,3
09/26/1939,1939,North Sea,KLM Royal Dutch Airlines,Douglas DC-3,1,1,0
10/10/1939,1939," Calarmar, Colombia",Scarta,Junkers W-34,5,3,2
11/20/1939,1939,"Gosport, England",British Airways,Airspeed Oxford,2,0,2
12/18/1939,1939,South of Gibraltar,Iberia Airlines,Junkers JU-52,9,6,3
12/21/1939,1939,Off Malta-Luqa,British Airways,Lockheed 14 Super Electra,5,3,2
12/24/1939,1939,"Mogador, Morocco",Linee Aeree Italiane,Savoia-Marchetti SM83,7,3,4
01/22/1940,1940,"Denpasar, Indonesia",KNILM,Lockheed 14 Super Electra,8,5,3
02/10/1940,1940,"Near Cosenza, Italy",Ala Littoria,Savoia-Marchetti SM-75,10,4,6
02/27/1940,1940,"Near Bucaramanga, Columbia",SCADTA,Boeing 247D,11,9,2
03/01/1940,1940,Gulf of Oman,Imperial Airways,Handley Page HP-42,8,4,4
03/16/1940,1940,"Stromboli Island, Italy",Ala Littoria,Savoia Marchetti SM 73,14,10,4
04/22/1940,1940,"Near Loch Lomond, Scotland",British Overseas Airways,Lockheed 14 Super Electra,5,2,3
06/02/1940,1940,"El Segundo, California",Douglas Aircraft Company,Douglas DC-5,5,0,5
06/14/1940,1940,"Off Prangli Island, Gulf of Finland, Estonia",Aero O-Y,Junkers JU-52/3mge,9,7,2
08/09/1940,1940,"Hannover, Germany",Deutsche Lufthansa,Douglas DC-2-115H,2,2,0
08/13/1940,1940,"Near Canberra, Australia",Military - Royal Australian Air Force,Lockheed Hudson A16-97,10,6,4
08/22/1940,1940," Gospic,,Coatia",Aeroput,Lockheed 10 Electra,11,9,2
08/23/1940,1940,"Cluj, Romania",LARES,Douglas DC-3,15,12,3
08/31/1940,1940,"Near Lovettsville, Virginia",Pennsylvania Central Airlines,Douglas DC-3,25,21,4
10/22/1940,1940,"Osijek, Croatia",Aeroput,Lockheed 10 Electra,7,4,3
10/29/1940,1940,"Near Changyi, China",China National Aviation Corporation,Douglas DC-2,9,8,1
10/29/1940,1940,"Berlin, Germany",Deutsche Lufthansa,Douglas DC-3,2,0,2
11/04/1940,1940,"Near Rincon, Bolivia",Lloyd Aero Boliviano SA,Junkers Ju-52/3m,17,14,3
11/04/1940,1940,"Near Centerville, Utah",United Air Lines,Douglas DC-3,10,8,2
11/08/1940,1940,"Rio de Janeiro, Brazil",VASP,Junkers Ju53/2m,18,14,4
11/08/1940,1940,"Brandenburg, Germany",Deutsche Lufthansa,Junkers JU-90A-1,29,23,6
12/04/1940,1940,"Chicago, Illinois",United Air Lines,Douglas DC-3A,10,7,3
12/24/1940,1940,"Capri Island, Italy",Ala Littoria,Savoia-Marchetti SM.75,7,3,4
01/10/1941,1941,Mediterranean Sea,LATI,Savoia-Marchetti SM-83,16,12,4
01/15/1941,1941,"Off  Fernando de Noronha, Brazil",LATI,Savoia-Marchetti SM-75,10,6,4
01/17/1941,1941,"Near Nagyvarad, Hungary",Malert Airlines,Junkers JU-52/3m,12,9,3
01/20/1941,1941,"Near Kian, China",China National Aviation Corporation,Ford 5-AT Tri-Motor,5,1,4
01/23/1941,1941,"Near Robertson, Missouri",Trans Continental and Western Air,Douglas DC-3-3,2,1,1
02/06/1941,1941,"Armstrong, ON, Canada",Trans Canada Air Lines,Lockheed 14-H2 Super Electra,12,9,3
